default_id,loan_id,default_date,default_reason,outstanding_at_default,recovery_amount,recovery_status,days_to_default,npl_classification,provision_amount,source_system,record_created_at
DEF0000574,LOAN0002306,2019-10-21,Fraud,755876.17,123707.45,Written-Off,1414,Loss,389230.57,RISK_MANAGEMENT,2026-04-18 13:21:59.625452
DEF0000575,LOAN0009468,2024-04-10,Medical Emergency,792741.98,75558.92,Sold to Debt Buyer,1275,Loss,114867.56,RISK_MANAGEMENT,2026-04-18 13:21:59.625496
DEF0000576,LOAN0004872,2020-12-23,Overcommitment,148497.4,62713.61,Written-Off,1396,Doubtful,326535.92,RISK_MANAGEMENT,2026-04-18 13:21:59.625533
DEF0000577,LOAN0007648,2022-04-05,Overcommitment,993208.17,521149.07,Sold to Debt Buyer,1124,Doubtful,288145.5,RISK_MANAGEMENT,2026-04-18 13:21:59.625569
DEF0000578,LOAN0017195,2023-01-01,Overcommitment,1421033.57,656799.38,Sold to Debt Buyer,652,Substandard,39269.07,RISK_MANAGEMENT,2026-04-18 13:21:59.625617
DEF0000579,LOAN0017087,2023-07-08,Job Loss,1024287.95,63934.46,Fully Recovered,342,Substandard,474490.95,RISK_MANAGEMENT,2026-04-18 13:21:59.625655
DEF0000580,LOAN0003554,2021-05-15,Economic Downturn,127208.95,60502.64,Written-Off,780,Loss,65370.96,RISK_MANAGEMENT,2026-04-18 13:21:59.625691
DEF0000581,LOAN0001960,2022-08-23,Job Loss,1078090.1,90232.83,Legal Recovery In Progress,1288,Substandard,412599.92,RISK_MANAGEMENT,2026-04-18 13:21:59.625726
DEF0000582,LOAN0013720,2024-12-06,Economic Downturn,935794.54,284823.28,Partially Recovered,231,Substandard,345061.21,RISK_MANAGEMENT,2026-04-18 13:21:59.625761
DEF0000583,LOAN0010404,2024-12-12,Job Loss,674534.28,236840.38,Fully Recovered,158,Doubtful,306701.63,RISK_MANAGEMENT,2026-04-18 13:21:59.625796
DEF0000584,LOAN0006881,2023-05-22,Job Loss,1959742.17,668532.16,Fully Recovered,1181,Substandard,204455.93,RISK_MANAGEMENT,2026-04-18 13:21:59.625832
DEF0000585,LOAN0000369,2022-04-22,Fraud,205296.99,89258.01,Legal Recovery In Progress,182,Substandard,364888.41,RISK_MANAGEMENT,2026-04-18 13:21:59.625868
DEF0000586,LOAN0005941,2021-02-16,Death,1041438.95,220609.52,Written-Off,320,Doubtful,412211.64,RISK_MANAGEMENT,2026-04-18 13:21:59.625904
DEF0000587,LOAN0007059,2020-11-04,Medical Emergency,243487.49,44676.84,Fully Recovered,1328,Substandard,401305.86,RISK_MANAGEMENT,2026-04-18 13:21:59.625939
DEF0000588,LOAN0008948,2023-09-10,Medical Emergency,1382757.93,19102.54,Partially Recovered,1422,Substandard,418197.2,RISK_MANAGEMENT,2026-04-18 13:21:59.625974
DEF0000589,LOAN0012188,2024-10-30,Overcommitment,620803.74,233400.03,Written-Off,914,Substandard,275628.1,RISK_MANAGEMENT,2026-04-18 13:21:59.626010
DEF0000590,LOAN0008299,2024-09-08,Job Loss,869845.18,475890.56,Fully Recovered,1012,Substandard,448358.33,RISK_MANAGEMENT,2026-04-18 13:21:59.626045
DEF0000591,LOAN0014285,2020-02-16,Medical Emergency,1598383.66,40291.91,Written-Off,440,Doubtful,366567.99,RISK_MANAGEMENT,2026-04-18 13:21:59.626080
DEF0000592,LOAN0007622,2019-12-28,Overcommitment,791370.72,299901.65,Legal Recovery In Progress,1645,Loss,246198.01,RISK_MANAGEMENT,2026-04-18 13:21:59.626116
DEF0000593,LOAN0004989,2023-10-05,Business Failure,26769.29,11830.4,Written-Off,1525,Loss,243034.45,RISK_MANAGEMENT,2026-04-18 13:21:59.626152
DEF0000594,LOAN0016875,2021-03-19,Job Loss,386746.97,121796.51,Written-Off,1140,Substandard,126156.85,RISK_MANAGEMENT,2026-04-18 13:21:59.626188
DEF0000595,LOAN0005289,2021-04-24,Divorce,1228375.27,384087.19,Partially Recovered,1458,Substandard,393310.98,RISK_MANAGEMENT,2026-04-18 13:21:59.626223
DEF0000596,LOAN0012879,2020-04-02,Job Loss,633564.58,112007.43,Partially Recovered,414,Doubtful,173950.21,RISK_MANAGEMENT,2026-04-18 13:21:59.626258
DEF0000597,LOAN0005416,2023-07-18,Overcommitment,275977.85,116762.16,Written-Off,148,Substandard,420527.04,RISK_MANAGEMENT,2026-04-18 13:21:59.626293
DEF0000598,LOAN0005334,2022-06-17,Divorce,128861.36,18193.1,Written-Off,1460,Loss,484728.28,RISK_MANAGEMENT,2026-04-18 13:21:59.626331
DEF0000599,LOAN0001441,2024-08-13,Death,904244.08,120284.03,Fully Recovered,1639,Substandard,382604.1,RISK_MANAGEMENT,2026-04-18 13:21:59.626367
DEF0000600,LOAN0014721,2019-09-29,Overcommitment,839694.63,16424.25,Legal Recovery In Progress,526,Substandard,393544.15,RISK_MANAGEMENT,2026-04-18 13:21:59.626404
DEF0000601,LOAN0017432,2021-12-15,Economic Downturn,1396023.75,148193.8,Legal Recovery In Progress,1457,Substandard,141487.98,RISK_MANAGEMENT,2026-04-18 13:21:59.626472
DEF0000602,LOAN0017979,2019-07-24,Divorce,362061.78,57777.4,Written-Off,1652,Loss,128462.2,RISK_MANAGEMENT,2026-04-18 13:21:59.626512
DEF0000603,LOAN0012800,2021-11-27,Overcommitment,1206674.86,117605.51,Partially Recovered,635,Substandard,231290.89,RISK_MANAGEMENT,2026-04-18 13:21:59.626547
DEF0000604,LOAN0005593,2019-10-19,Medical Emergency,189104.15,84979.62,Legal Recovery In Progress,1008,Substandard,343928.42,RISK_MANAGEMENT,2026-04-18 13:21:59.626591
DEF0000605,LOAN0005331,2020-11-27,Unknown,34170.49,749.55,Partially Recovered,323,Substandard,163452.39,RISK_MANAGEMENT,2026-04-18 13:21:59.626633
DEF0000606,LOAN0002173,2024-11-19,Economic Downturn,1133635.7,262174.33,Partially Recovered,1378,Loss,108440.44,RISK_MANAGEMENT,2026-04-18 13:21:59.626670
DEF0000607,LOAN0012148,2022-01-31,Business Failure,399333.09,111021.34,Fully Recovered,1407,Loss,267775.0,RISK_MANAGEMENT,2026-04-18 13:21:59.626706
DEF0000608,LOAN0015852,2019-01-28,Overcommitment,809675.53,194817.22,Legal Recovery In Progress,808,Substandard,318949.49,RISK_MANAGEMENT,2026-04-18 13:21:59.626743
DEF0000609,LOAN0017962,2023-01-20,Death,665482.55,191856.74,Legal Recovery In Progress,1569,Loss,386053.91,RISK_MANAGEMENT,2026-04-18 13:21:59.626781
DEF0000610,LOAN0016783,2019-01-24,Overcommitment,419638.52,153268.48,Written-Off,410,Substandard,16810.16,RISK_MANAGEMENT,2026-04-18 13:21:59.626817
DEF0000611,LOAN0000846,2019-12-14,Fraud,17270.1,2953.62,Written-Off,1588,Substandard,297445.5,RISK_MANAGEMENT,2026-04-18 13:21:59.626853
DEF0000612,LOAN0000754,2021-02-21,Unknown,415886.78,138177.23,Fully Recovered,789,Loss,99746.23,RISK_MANAGEMENT,2026-04-18 13:21:59.626889
DEF0000613,LOAN0008813,2023-10-12,Overcommitment,1180896.71,374766.27,Sold to Debt Buyer,1679,Doubtful,86670.92,RISK_MANAGEMENT,2026-04-18 13:21:59.626925
DEF0000614,LOAN0004457,2024-04-14,Job Loss,934847.66,509861.75,Legal Recovery In Progress,727,Substandard,464719.94,RISK_MANAGEMENT,2026-04-18 13:21:59.626960
DEF0000615,LOAN0014865,2023-05-30,Job Loss,1692262.04,144532.2,Partially Recovered,645,Doubtful,64389.57,RISK_MANAGEMENT,2026-04-18 13:21:59.626996
DEF0000616,LOAN0001704,2023-09-06,Fraud,666790.84,237792.79,Written-Off,527,Substandard,109502.01,RISK_MANAGEMENT,2026-04-18 13:21:59.627030
DEF0000617,LOAN0011222,2022-09-22,Overcommitment,1296772.0,499482.66,Written-Off,227,Substandard,281602.03,RISK_MANAGEMENT,2026-04-18 13:21:59.627066
DEF0000618,LOAN0008098,2019-06-16,Divorce,1504334.49,222432.8,Sold to Debt Buyer,1070,Substandard,14448.31,RISK_MANAGEMENT,2026-04-18 13:21:59.627102
DEF0000619,LOAN0010926,2024-07-23,Death,1343051.85,256450.0,Fully Recovered,546,Loss,161110.53,RISK_MANAGEMENT,2026-04-18 13:21:59.627138
DEF0000620,LOAN0002003,2020-07-26,Business Failure,1907160.91,108561.83,Fully Recovered,924,Substandard,485971.72,RISK_MANAGEMENT,2026-04-18 13:21:59.627174
DEF0000621,LOAN0014548,2020-01-26,Business Failure,561159.79,117116.8,Fully Recovered,97,Substandard,269901.35,RISK_MANAGEMENT,2026-04-18 13:21:59.627209
DEF0000622,LOAN0009025,2021-08-16,Overcommitment,1387854.93,180095.66,Sold to Debt Buyer,944,Substandard,116598.96,RISK_MANAGEMENT,2026-04-18 13:21:59.627244
DEF0000623,LOAN0004350,2024-03-18,Divorce,597831.51,80499.85,Written-Off,1355,Loss,374681.0,RISK_MANAGEMENT,2026-04-18 13:21:59.627280
DEF0000624,LOAN0006921,2021-09-25,Business Failure,1034990.61,363326.98,Partially Recovered,1569,Substandard,45121.16,RISK_MANAGEMENT,2026-04-18 13:21:59.627316
DEF0000625,LOAN0009201,2020-01-18,Job Loss,1301554.83,533171.73,Written-Off,1477,Doubtful,118014.18,RISK_MANAGEMENT,2026-04-18 13:21:59.627353
DEF0000626,LOAN0014481,2021-11-10,Job Loss,729889.16,280050.86,Partially Recovered,1792,Doubtful,411338.14,RISK_MANAGEMENT,2026-04-18 13:21:59.627389
DEF0000627,LOAN0002376,2020-03-06,Economic Downturn,794814.65,393926.44,Legal Recovery In Progress,991,Doubtful,299210.25,RISK_MANAGEMENT,2026-04-18 13:21:59.627450
DEF0000628,LOAN0017785,2023-07-28,Medical Emergency,1923475.99,257249.64,Partially Recovered,1626,Substandard,9082.18,RISK_MANAGEMENT,2026-04-18 13:21:59.627492
DEF0000629,LOAN0017112,2024-07-10,Business Failure,1992741.72,914432.79,Partially Recovered,773,Loss,235528.89,RISK_MANAGEMENT,2026-04-18 13:21:59.627548
DEF0000630,LOAN0007353,2023-06-29,Unknown,1580553.95,396697.12,Partially Recovered,230,Substandard,138795.87,RISK_MANAGEMENT,2026-04-18 13:21:59.627595
DEF0000631,LOAN0006622,2024-07-15,Medical Emergency,1098914.93,228588.38,Legal Recovery In Progress,1492,Substandard,304383.79,RISK_MANAGEMENT,2026-04-18 13:21:59.627634
DEF0000632,LOAN0003758,2022-04-29,Business Failure,345201.82,187953.51,Partially Recovered,1038,Substandard,114631.36,RISK_MANAGEMENT,2026-04-18 13:21:59.627670
DEF0000633,LOAN0004189,2024-01-08,Unknown,1538709.64,409368.42,Partially Recovered,907,Loss,204267.28,RISK_MANAGEMENT,2026-04-18 13:21:59.627706
DEF0000634,LOAN0013092,2019-12-13,Economic Downturn,1850781.16,49240.7,Sold to Debt Buyer,1210,Loss,84509.91,RISK_MANAGEMENT,2026-04-18 13:21:59.627742
DEF0000635,LOAN0003549,2024-11-02,Medical Emergency,1840179.89,180717.7,Partially Recovered,1375,Doubtful,438335.98,RISK_MANAGEMENT,2026-04-18 13:21:59.627776
DEF0000636,LOAN0015331,2022-09-27,Business Failure,1724396.16,604751.89,Partially Recovered,1198,Doubtful,467288.59,RISK_MANAGEMENT,2026-04-18 13:21:59.627811
DEF0000637,LOAN0001149,2024-04-18,Fraud,1757454.38,59182.67,Written-Off,1000,Doubtful,479592.53,RISK_MANAGEMENT,2026-04-18 13:21:59.627847
DEF0000638,LOAN0014031,2022-01-31,Business Failure,1230344.28,363538.04,Partially Recovered,847,Loss,236702.24,RISK_MANAGEMENT,2026-04-18 13:21:59.627882
DEF0000639,LOAN0008006,2023-09-14,Overcommitment,1628806.96,830867.41,Partially Recovered,1680,Substandard,118321.63,RISK_MANAGEMENT,2026-04-18 13:21:59.627916
DEF0000640,LOAN0013725,2020-05-07,Overcommitment,612323.85,128020.85,Partially Recovered,619,Substandard,415624.13,RISK_MANAGEMENT,2026-04-18 13:21:59.627951
DEF0000641,LOAN0016673,2021-10-09,Job Loss,1280985.43,457378.55,Partially Recovered,1323,Loss,308749.64,RISK_MANAGEMENT,2026-04-18 13:21:59.627986
DEF0000642,LOAN0002576,2020-05-20,Job Loss,417171.88,98723.78,Written-Off,588,Loss,286005.98,RISK_MANAGEMENT,2026-04-18 13:21:59.628022
DEF0000643,LOAN0002469,2020-12-05,Overcommitment,1597009.44,780528.13,Sold to Debt Buyer,715,Doubtful,499301.5,RISK_MANAGEMENT,2026-04-18 13:21:59.628057
DEF0000644,LOAN0013096,2023-10-30,Overcommitment,642767.82,92068.96,Legal Recovery In Progress,799,Doubtful,182592.28,RISK_MANAGEMENT,2026-04-18 13:21:59.628092
DEF0000645,LOAN0012995,2019-05-30,Economic Downturn,407911.69,144634.81,Written-Off,800,Substandard,177564.59,RISK_MANAGEMENT,2026-04-18 13:21:59.628128
DEF0000646,LOAN0007566,2021-09-10,Divorce,1642832.31,31403.25,Fully Recovered,683,Doubtful,324828.25,RISK_MANAGEMENT,2026-04-18 13:21:59.628163
DEF0000647,LOAN0004700,2024-03-11,Economic Downturn,1644801.66,319931.32,Legal Recovery In Progress,204,Doubtful,169796.66,RISK_MANAGEMENT,2026-04-18 13:21:59.628199
DEF0000648,LOAN0012960,2020-12-18,Business Failure,1009236.23,436113.22,Written-Off,1347,Doubtful,344239.0,RISK_MANAGEMENT,2026-04-18 13:21:59.628233
DEF0000649,LOAN0012680,2023-05-02,Business Failure,461593.43,7097.67,Fully Recovered,1284,Loss,463716.18,RISK_MANAGEMENT,2026-04-18 13:21:59.628269
DEF0000650,LOAN0008780,2019-12-03,Medical Emergency,205808.23,51459.42,Written-Off,1616,Substandard,244459.0,RISK_MANAGEMENT,2026-04-18 13:21:59.628304
DEF0000651,LOAN0011859,2023-11-11,Death,1671164.2,190916.61,Legal Recovery In Progress,510,Substandard,185000.67,RISK_MANAGEMENT,2026-04-18 13:21:59.628341
DEF0000652,LOAN0015495,2022-08-21,Job Loss,1499559.81,455691.07,Written-Off,789,Substandard,100068.2,RISK_MANAGEMENT,2026-04-18 13:21:59.628377
DEF0000653,LOAN0004430,2023-12-17,Overcommitment,647711.38,239124.68,Fully Recovered,1666,Doubtful,10036.63,RISK_MANAGEMENT,2026-04-18 13:21:59.628412
DEF0000654,LOAN0009308,2019-07-29,Business Failure,1600317.87,249372.53,Partially Recovered,1159,Substandard,430376.49,RISK_MANAGEMENT,2026-04-18 13:21:59.628477
DEF0000655,LOAN0006490,2022-07-26,Job Loss,312118.55,89378.78,Fully Recovered,247,Doubtful,199538.92,RISK_MANAGEMENT,2026-04-18 13:21:59.628515
DEF0000656,LOAN0016013,2023-03-10,Overcommitment,1991849.76,357516.8,Sold to Debt Buyer,255,Loss,43950.75,RISK_MANAGEMENT,2026-04-18 13:21:59.628551
DEF0000657,LOAN0010136,2019-05-07,Job Loss,1064400.28,223881.17,Written-Off,723,Loss,445840.8,RISK_MANAGEMENT,2026-04-18 13:21:59.628614
DEF0000658,LOAN0000453,2021-12-21,Fraud,509778.16,60444.33,Sold to Debt Buyer,815,Loss,370351.3,RISK_MANAGEMENT,2026-04-18 13:21:59.628654
DEF0000659,LOAN0004214,2019-06-30,Economic Downturn,1362700.5,533687.83,Fully Recovered,1158,Substandard,298436.85,RISK_MANAGEMENT,2026-04-18 13:21:59.628691
DEF0000660,LOAN0005770,2023-08-30,Job Loss,641043.47,162199.12,Written-Off,1439,Substandard,113019.59,RISK_MANAGEMENT,2026-04-18 13:21:59.628726
DEF0000661,LOAN0008793,2022-11-08,Job Loss,1480973.47,5718.05,Sold to Debt Buyer,1058,Doubtful,233462.71,RISK_MANAGEMENT,2026-04-18 13:21:59.628762
DEF0000662,LOAN0009585,2021-05-11,Job Loss,749775.42,9399.71,Legal Recovery In Progress,1353,Loss,273030.76,RISK_MANAGEMENT,2026-04-18 13:21:59.628797
DEF0000663,LOAN0011852,2020-12-20,Overcommitment,1016574.37,3734.79,Written-Off,1256,Substandard,390923.73,RISK_MANAGEMENT,2026-04-18 13:21:59.628832
DEF0000664,LOAN0004341,2024-02-25,Overcommitment,1304717.56,146095.58,Legal Recovery In Progress,791,Doubtful,395009.67,RISK_MANAGEMENT,2026-04-18 13:21:59.628868
DEF0000665,LOAN0007022,2020-06-27,Job Loss,309344.87,61971.69,Legal Recovery In Progress,663,Doubtful,50846.01,RISK_MANAGEMENT,2026-04-18 13:21:59.628903
DEF0000666,LOAN0014773,2020-11-16,Overcommitment,1154486.97,232549.98,Partially Recovered,1146,Doubtful,363444.37,RISK_MANAGEMENT,2026-04-18 13:21:59.628939
DEF0000667,LOAN0009920,2022-04-09,Overcommitment,1476819.71,115685.01,Partially Recovered,1239,Substandard,260636.32,RISK_MANAGEMENT,2026-04-18 13:21:59.628974
DEF0000668,LOAN0001887,2020-01-14,Death,131617.47,12590.19,Partially Recovered,733,Doubtful,445913.69,RISK_MANAGEMENT,2026-04-18 13:21:59.629010
DEF0000669,LOAN0012786,2019-10-15,Business Failure,1702184.23,301412.93,Written-Off,1589,Substandard,201158.14,RISK_MANAGEMENT,2026-04-18 13:21:59.629045
DEF0000670,LOAN0013673,2022-05-25,Business Failure,346774.5,121842.82,Written-Off,602,Substandard,91449.49,RISK_MANAGEMENT,2026-04-18 13:21:59.629080
DEF0000671,LOAN0001416,2020-04-06,Business Failure,1518304.4,739410.5,Written-Off,1212,Substandard,364163.98,RISK_MANAGEMENT,2026-04-18 13:21:59.629115
DEF0000672,LOAN0013848,2022-01-15,Business Failure,986082.17,137217.04,Partially Recovered,1487,Loss,98822.72,RISK_MANAGEMENT,2026-04-18 13:21:59.629150
DEF0000673,LOAN0016061,2022-02-24,Job Loss,1373333.4,472978.83,Written-Off,122,Doubtful,117595.92,RISK_MANAGEMENT,2026-04-18 13:21:59.629186
DEF0000674,LOAN0006218,2021-04-03,Medical Emergency,1561211.28,502162.86,Fully Recovered,144,Doubtful,401933.05,RISK_MANAGEMENT,2026-04-18 13:21:59.629222
DEF0000675,LOAN0004671,2021-07-02,Fraud,980168.76,200497.25,Written-Off,130,Doubtful,91458.82,RISK_MANAGEMENT,2026-04-18 13:21:59.629258
DEF0000676,LOAN0011316,2024-03-29,Death,1196111.16,344132.97,Written-Off,1635,Substandard,406163.53,RISK_MANAGEMENT,2026-04-18 13:21:59.629294
DEF0000677,LOAN0003781,2022-03-12,Unknown,1747728.37,117655.8,Legal Recovery In Progress,1437,Loss,474662.6,RISK_MANAGEMENT,2026-04-18 13:21:59.629333
DEF0000678,LOAN0000815,2024-12-09,Job Loss,951678.75,175604.02,Fully Recovered,311,Doubtful,131634.14,RISK_MANAGEMENT,2026-04-18 13:21:59.629369
DEF0000679,LOAN0016144,2021-05-19,Job Loss,655933.11,124016.83,Written-Off,559,Doubtful,289383.63,RISK_MANAGEMENT,2026-04-18 13:21:59.629404
DEF0000680,LOAN0016264,2020-03-15,Business Failure,49232.88,20763.58,Legal Recovery In Progress,1284,Doubtful,222559.47,RISK_MANAGEMENT,2026-04-18 13:21:59.629465
DEF0000681,LOAN0007261,2020-07-18,Overcommitment,332015.29,49132.22,Written-Off,402,Substandard,8927.42,RISK_MANAGEMENT,2026-04-18 13:21:59.629503
DEF0000682,LOAN0009810,2020-01-25,Business Failure,141048.3,25177.77,Sold to Debt Buyer,1755,Doubtful,496896.42,RISK_MANAGEMENT,2026-04-18 13:21:59.629539
DEF0000683,LOAN0013406,2019-05-31,Economic Downturn,205602.03,11597.28,Written-Off,486,Doubtful,107037.54,RISK_MANAGEMENT,2026-04-18 13:21:59.629574
DEF0000684,LOAN0012251,2023-04-29,Job Loss,1754768.08,196044.14,Written-Off,706,Doubtful,116593.42,RISK_MANAGEMENT,2026-04-18 13:21:59.629621
DEF0000685,LOAN0009762,2023-02-06,Death,401578.55,41153.25,Legal Recovery In Progress,627,Substandard,89315.63,RISK_MANAGEMENT,2026-04-18 13:21:59.629674
DEF0000686,LOAN0005847,2020-01-12,Overcommitment,301523.32,154553.2,Written-Off,918,Substandard,414590.13,RISK_MANAGEMENT,2026-04-18 13:21:59.629713
DEF0000687,LOAN0014807,2024-04-14,Business Failure,493251.96,75629.85,Written-Off,1715,Substandard,9700.49,RISK_MANAGEMENT,2026-04-18 13:21:59.629750
DEF0000688,LOAN0011540,2023-08-14,Unknown,104860.37,20274.55,Legal Recovery In Progress,797,Substandard,121968.62,RISK_MANAGEMENT,2026-04-18 13:21:59.629792
DEF0000689,LOAN0007532,2023-08-16,Business Failure,1246968.58,433621.62,Written-Off,462,Substandard,338224.61,RISK_MANAGEMENT,2026-04-18 13:21:59.629844
DEF0000690,LOAN0002624,2021-09-28,Overcommitment,1541341.66,104249.04,Written-Off,149,Doubtful,152482.27,RISK_MANAGEMENT,2026-04-18 13:21:59.629880
DEF0000691,LOAN0009257,2019-08-30,Fraud,1665600.52,385379.71,Written-Off,1613,Doubtful,118127.12,RISK_MANAGEMENT,2026-04-18 13:21:59.629916
DEF0000692,LOAN0015633,2024-02-28,Overcommitment,1823071.64,856405.73,Written-Off,1276,Loss,368423.75,RISK_MANAGEMENT,2026-04-18 13:21:59.629951
DEF0000693,LOAN0012210,2023-12-26,Medical Emergency,117562.42,27721.34,Sold to Debt Buyer,565,Substandard,359498.34,RISK_MANAGEMENT,2026-04-18 13:21:59.629986
DEF0000694,LOAN0001047,2019-09-07,Divorce,753977.68,285537.78,Fully Recovered,941,Loss,411244.64,RISK_MANAGEMENT,2026-04-18 13:21:59.630022
DEF0000695,LOAN0011730,2023-10-30,Death,704130.88,363285.25,Fully Recovered,727,Loss,172932.59,RISK_MANAGEMENT,2026-04-18 13:21:59.630057
DEF0000696,LOAN0002519,2023-05-02,Job Loss,1108271.18,352060.27,Written-Off,542,Substandard,342494.07,RISK_MANAGEMENT,2026-04-18 13:21:59.630092
DEF0000697,LOAN0005074,2023-08-19,Business Failure,1393868.37,405036.77,Sold to Debt Buyer,1722,Loss,65689.44,RISK_MANAGEMENT,2026-04-18 13:21:59.630127
DEF0000698,LOAN0000478,2024-05-17,Fraud,583840.24,33787.91,Sold to Debt Buyer,827,Loss,107682.5,RISK_MANAGEMENT,2026-04-18 13:21:59.630163
DEF0000699,LOAN0016143,2023-10-10,Economic Downturn,869553.5,25387.54,Fully Recovered,1689,Loss,395970.87,RISK_MANAGEMENT,2026-04-18 13:21:59.630198
DEF0000700,LOAN0009821,2019-05-19,Overcommitment,1861654.52,335106.54,Written-Off,1076,Loss,151557.87,RISK_MANAGEMENT,2026-04-18 13:21:59.630233
DEF0000701,LOAN0006688,2023-01-24,Economic Downturn,1877093.25,277506.77,Written-Off,1243,Substandard,353202.61,RISK_MANAGEMENT,2026-04-18 13:21:59.630268
DEF0000702,LOAN0014392,2019-08-02,Business Failure,836647.9,320150.0,Legal Recovery In Progress,1591,Substandard,276575.16,RISK_MANAGEMENT,2026-04-18 13:21:59.630304
DEF0000703,LOAN0000530,2022-03-27,Economic Downturn,545847.34,151864.55,Legal Recovery In Progress,1132,Loss,131167.15,RISK_MANAGEMENT,2026-04-18 13:21:59.630341
DEF0000704,LOAN0012515,2020-09-28,Job Loss,116539.59,29326.04,Fully Recovered,859,Substandard,124685.98,RISK_MANAGEMENT,2026-04-18 13:21:59.630377
DEF0000705,LOAN0007574,2020-09-12,Business Failure,339865.13,2074.42,Legal Recovery In Progress,497,Substandard,126233.28,RISK_MANAGEMENT,2026-04-18 13:21:59.630412
DEF0000706,LOAN0012456,2022-03-29,Overcommitment,627281.12,179109.99,Written-Off,237,Substandard,194798.09,RISK_MANAGEMENT,2026-04-18 13:21:59.630476
DEF0000707,LOAN0017376,2023-10-02,Fraud,585018.74,222561.7,Legal Recovery In Progress,356,Loss,304814.23,RISK_MANAGEMENT,2026-04-18 13:21:59.630514
DEF0000708,LOAN0007347,2020-02-08,Divorce,1507899.5,604540.67,Partially Recovered,833,Substandard,104032.25,RISK_MANAGEMENT,2026-04-18 13:21:59.630551
DEF0000709,LOAN0012516,2019-10-15,Job Loss,155377.21,6318.09,Partially Recovered,752,Doubtful,267586.51,RISK_MANAGEMENT,2026-04-18 13:21:59.630596
DEF0000710,LOAN0003410,2019-10-05,Divorce,1722933.51,507840.13,Fully Recovered,551,Substandard,424391.72,RISK_MANAGEMENT,2026-04-18 13:21:59.630635
DEF0000711,LOAN0016672,2020-04-23,Overcommitment,1587792.23,781076.92,Partially Recovered,597,Loss,31828.96,RISK_MANAGEMENT,2026-04-18 13:21:59.630671
DEF0000712,LOAN0011568,2022-11-28,Unknown,161665.51,78537.12,Partially Recovered,822,Substandard,36648.19,RISK_MANAGEMENT,2026-04-18 13:21:59.630707
DEF0000713,LOAN0007283,2021-11-03,Fraud,671997.14,40736.87,Written-Off,592,Loss,94318.77,RISK_MANAGEMENT,2026-04-18 13:21:59.630761
DEF0000714,LOAN0000714,2019-07-25,Death,1219863.66,410170.07,Written-Off,740,Substandard,41862.5,RISK_MANAGEMENT,2026-04-18 13:21:59.630799
DEF0000715,LOAN0016096,2023-10-04,Medical Emergency,520389.4,32518.47,Sold to Debt Buyer,1317,Substandard,132031.08,RISK_MANAGEMENT,2026-04-18 13:21:59.630835
DEF0000716,LOAN0000159,2019-09-06,Overcommitment,1432348.19,713274.78,Partially Recovered,1790,Substandard,127297.6,RISK_MANAGEMENT,2026-04-18 13:21:59.630871
DEF0000717,LOAN0007207,2023-04-29,Job Loss,700481.94,282941.03,Partially Recovered,972,Loss,89654.84,RISK_MANAGEMENT,2026-04-18 13:21:59.630906
DEF0000718,LOAN0015345,2024-08-18,Business Failure,1784820.94,204183.47,Legal Recovery In Progress,1736,Loss,418029.03,RISK_MANAGEMENT,2026-04-18 13:21:59.630941
DEF0000719,LOAN0010532,2019-02-22,Overcommitment,1927528.04,309062.3,Written-Off,495,Substandard,423241.26,RISK_MANAGEMENT,2026-04-18 13:21:59.630976
DEF0000720,LOAN0003249,2021-11-13,Job Loss,646694.98,168440.95,Written-Off,91,Loss,479375.6,RISK_MANAGEMENT,2026-04-18 13:21:59.631011
DEF0000721,LOAN0010654,2023-03-21,Overcommitment,1450025.2,596010.14,Sold to Debt Buyer,1052,Loss,436227.07,RISK_MANAGEMENT,2026-04-18 13:21:59.631047
DEF0000722,LOAN0008449,2020-04-27,Business Failure,424039.61,125330.72,Written-Off,1036,Substandard,151105.15,RISK_MANAGEMENT,2026-04-18 13:21:59.631082
DEF0000723,LOAN0005158,2021-09-19,Job Loss,566308.22,980.48,Partially Recovered,1343,Doubtful,317671.0,RISK_MANAGEMENT,2026-04-18 13:21:59.631119
DEF0000724,LOAN0006421,2022-09-07,Death,1068456.36,44728.53,Partially Recovered,604,Doubtful,395715.0,RISK_MANAGEMENT,2026-04-18 13:21:59.631155
DEF0000725,LOAN0012843,2019-08-25,Death,1148077.72,591425.48,Partially Recovered,611,Doubtful,495817.19,RISK_MANAGEMENT,2026-04-18 13:21:59.631223
DEF0000726,LOAN0000793,2023-01-01,Overcommitment,1296768.78,698813.15,Partially Recovered,1633,Loss,68747.18,RISK_MANAGEMENT,2026-04-18 13:21:59.631258
DEF0000727,LOAN0008710,2024-09-28,Business Failure,1996934.38,25756.23,Partially Recovered,895,Doubtful,416991.13,RISK_MANAGEMENT,2026-04-18 13:21:59.631293
DEF0000728,LOAN0005822,2021-10-14,Divorce,1011762.15,129062.92,Partially Recovered,1015,Substandard,337555.11,RISK_MANAGEMENT,2026-04-18 13:21:59.631330
DEF0000729,LOAN0010963,2023-12-08,Job Loss,977972.44,388031.28,Written-Off,1678,Loss,479152.92,RISK_MANAGEMENT,2026-04-18 13:21:59.631366
DEF0000730,LOAN0000649,2024-07-13,Business Failure,825688.94,62752.19,Written-Off,1675,Doubtful,4037.0,RISK_MANAGEMENT,2026-04-18 13:21:59.631402
