loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_term_months,loan_start_date,loan_end_date,current_balance,loan_status,origination_branch,collateral_type,source_system,record_created_at
LOAN0004082,CUST005343,Personal Loan,107159.43,27.54,60,2018-02-24,2023-01-29,5195.81,Active,BR015,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004083,CUST004703,Personal Loan,95380.69,25.78,60,2022-10-10,2027-09-14,49559.32,Active,BR003,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004084,CUST005761,Home Loan,1694715.32,9.91,240,2022-09-20,2042-06-07,1614635.27,Active,BR023,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004085,CUST009938,Personal Loan,80359.17,18.83,60,2022-05-14,2027-04-18,44122.19,Active,BR017,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004086,CUST006314,Personal Loan,94316.04,16.88,60,2019-04-13,2024-03-17,7345.31,Default,BR038,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004087,CUST006821,Personal Loan,68849.8,19.55,60,2018-04-19,2023-03-24,2028.06,Active,BR015,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004088,CUST001002,Personal Loan,111127.1,21.31,60,2022-03-27,2027-03-01,51240.84,Active,BR024,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004089,CUST002182,Home Loan,2223019.73,11.48,240,2022-08-20,2042-05-07,2124214.12,Active,BR032,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004090,CUST000370,Home Loan,1212123.3,12.35,240,2020-09-19,2040-06-06,975288.2,Written-Off,BR016,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004091,CUST000863,Vehicle Finance,598650.5,12.23,72,2023-01-01,2028-11-30,437800.36,Active,BR031,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004092,CUST003821,Personal Loan,54723.03,26.33,60,2021-06-21,2026-05-26,22770.1,Active,BR046,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004093,CUST004270,Vehicle Finance,503484.03,12.72,72,2019-02-24,2025-01-23,42302.32,Active,BR036,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004094,CUST001334,Home Loan,871143.86,10.11,240,2019-08-26,2039-05-13,715800.0,Active,BR049,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004095,CUST000420,Personal Loan,50779.2,22.5,60,2018-09-19,2023-08-24,5667.41,Active,BR006,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004096,CUST008489,Business Loan,1131106.64,15.73,84,2023-10-27,2030-09-20,1106541.11,Active,BR013,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004097,CUST007010,Vehicle Finance,792075.63,12.63,72,2023-07-05,2029-06-03,651682.48,Active,BR012,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004098,CUST006014,Vehicle Finance,520335.66,10.24,72,2018-06-01,2024-04-30,17893.66,Active,BR015,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004099,CUST000791,Personal Loan,102790.78,26.4,60,2022-04-30,2027-04-04,50983.94,Active,BR038,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004100,CUST007339,Vehicle Finance,539096.49,14.1,72,2021-10-17,2027-09-16,300995.82,Active,BR026,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004101,CUST008509,Vehicle Finance,100565.91,11.59,72,2018-02-06,2024-01-06,14496.24,Active,BR047,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004102,CUST002781,Home Loan,2239945.45,11.0,240,2022-10-06,2042-06-23,1932164.38,Active,BR048,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004103,CUST005635,Home Loan,2403252.29,11.59,240,2018-11-14,2038-08-01,1862897.72,Active,BR017,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004104,CUST007371,Home Loan,1219578.39,11.25,240,2020-12-26,2040-09-12,1014688.18,Active,BR027,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004105,CUST008336,Home Loan,1883710.71,10.74,240,2022-11-29,2042-08-16,1808664.19,Active,BR040,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004106,CUST005870,Personal Loan,9001.16,16.95,60,2018-12-09,2023-11-13,296.37,Active,BR037,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004107,CUST000830,Credit Card,25175.82,20.66,12,2021-12-04,2022-11-29,0.0,Closed,BR042,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004108,CUST002675,Vehicle Finance,218353.19,10.86,72,2018-02-06,2024-01-06,8840.98,Active,BR014,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004109,CUST003465,Vehicle Finance,264497.15,11.89,72,2019-02-24,2025-01-23,39869.66,Active,BR034,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004110,CUST002807,Vehicle Finance,354986.36,11.6,72,2019-03-17,2025-02-13,0.0,Closed,BR047,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004111,CUST003650,Business Loan,1130980.97,21.04,84,2019-11-06,2026-09-30,454381.15,Default,BR007,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004112,CUST007066,Personal Loan,38155.21,15.73,60,2021-07-28,2026-07-02,10091.77,Active,BR027,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004113,CUST003395,Home Loan,2881928.68,12.27,240,2018-01-10,2037-09-27,1946668.18,Active,BR047,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004114,CUST009487,Vehicle Finance,262271.66,11.21,72,2019-07-23,2025-06-21,45519.66,Active,BR002,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004115,CUST008723,Personal Loan,87195.02,23.01,60,2020-02-22,2025-01-26,7914.28,Default,BR016,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004116,CUST007913,Business Loan,3228981.39,12.68,84,2018-11-30,2025-10-24,357698.38,Active,BR003,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004117,CUST008718,Business Loan,1586383.95,18.06,84,2022-08-29,2029-07-23,1064013.85,Active,BR003,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004118,CUST009359,Credit Card,11501.68,22.08,12,2018-06-30,2019-06-25,677.54,Active,BR010,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004119,CUST002111,Vehicle Finance,421010.71,10.79,72,2018-01-07,2023-12-07,62348.98,Active,BR042,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004120,CUST006955,Personal Loan,148423.82,28.73,60,2020-11-07,2025-10-12,22047.6,Active,BR028,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004121,CUST002731,Vehicle Finance,285545.58,11.31,72,2018-08-04,2024-07-03,16274.82,Active,BR047,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004122,CUST009857,Home Loan,312030.12,10.34,240,2020-02-06,2039-10-24,253430.8,Active,BR035,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004123,CUST005252,Home Loan,2451314.61,12.24,240,2023-05-23,2043-02-07,2409701.17,Active,BR048,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004124,CUST009045,Personal Loan,41455.57,27.66,60,2019-11-08,2024-10-12,4140.75,Active,BR035,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004125,CUST003097,Personal Loan,128333.97,15.64,60,2022-08-30,2027-08-04,66697.8,Active,BR035,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004126,CUST005972,Vehicle Finance,263946.29,15.27,72,2023-09-26,2029-08-25,204636.86,Active,BR021,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004127,CUST000225,Home Loan,2653083.57,11.69,240,2020-07-18,2040-04-04,2407034.67,Active,BR014,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004128,CUST003637,Home Loan,2767596.21,11.49,240,2019-07-02,2039-03-19,2150089.39,Active,BR034,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004129,CUST000419,Business Loan,2924693.9,13.34,84,2019-04-08,2026-03-02,486721.18,Active,BR037,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004130,CUST000409,Home Loan,2551467.65,9.87,240,2019-12-09,2039-08-26,1869870.18,Active,BR033,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004131,CUST008323,Vehicle Finance,704211.01,12.13,72,2018-09-04,2024-08-03,0.0,Closed,BR035,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004132,CUST007693,Home Loan,1243744.71,11.11,240,2022-05-21,2042-02-05,1061058.37,Default,BR041,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004133,CUST006435,Business Loan,3309527.47,16.16,84,2018-11-24,2025-10-18,843174.01,Active,BR021,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004134,CUST009246,Vehicle Finance,515316.63,17.9,72,2020-12-18,2026-11-17,185087.48,Active,BR016,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004135,CUST001054,Home Loan,1456978.56,9.7,240,2021-04-24,2041-01-09,1264793.54,Active,BR006,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004136,CUST005306,Home Loan,2343297.06,11.52,240,2019-08-01,2039-04-18,1646250.25,Active,BR002,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004137,CUST001368,Credit Card,49805.7,20.26,12,2022-03-04,2023-02-27,2993.58,Active,BR019,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004138,CUST008794,Vehicle Finance,272413.7,12.75,72,2018-05-31,2024-04-29,24757.94,Active,BR033,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004139,CUST002881,Home Loan,1048833.15,10.51,240,2023-03-08,2042-11-23,974804.78,Active,BR040,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004140,CUST009569,Personal Loan,5085.74,17.72,60,2022-06-07,2027-05-12,3153.93,Active,BR008,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004141,CUST009288,Personal Loan,15928.48,25.99,60,2022-04-09,2027-03-14,8400.18,Active,BR020,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004142,CUST005132,Personal Loan,25477.27,25.56,60,2023-01-29,2028-01-03,18110.64,Active,BR020,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004143,CUST001995,Home Loan,2213766.58,11.94,240,2023-09-01,2043-05-19,2269074.68,Active,BR044,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004144,CUST001298,Vehicle Finance,164194.76,14.77,72,2020-12-06,2026-11-05,69254.21,Active,BR047,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004145,CUST007404,Personal Loan,36860.12,20.85,60,2019-11-03,2024-10-07,1736.73,Active,BR044,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004146,CUST001128,Home Loan,1584691.33,9.03,240,2018-05-13,2038-01-28,1255365.38,Active,BR036,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004147,CUST003649,Personal Loan,53598.44,25.68,60,2018-09-10,2023-08-15,6456.61,Active,BR019,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004148,CUST007893,Personal Loan,118354.6,23.05,60,2018-10-04,2023-09-08,7774.9,Active,BR034,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004149,CUST003109,Vehicle Finance,153051.86,10.26,72,2021-03-17,2027-02-14,54956.17,Active,BR048,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004150,CUST009902,Home Loan,2950712.7,9.09,240,2018-12-14,2038-08-31,2279759.43,Default,BR033,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004151,CUST008920,Personal Loan,124642.6,17.56,60,2021-02-13,2026-01-18,21949.31,Active,BR006,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004152,CUST008058,Personal Loan,77179.1,26.05,60,2021-01-09,2025-12-14,22223.72,Active,BR039,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004153,CUST007468,Home Loan,642550.15,12.3,240,2019-07-13,2039-03-30,500731.21,Active,BR034,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004154,CUST009746,Home Loan,560204.39,11.86,240,2020-11-20,2040-08-07,491658.94,Active,BR022,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004155,CUST002639,Credit Card,20094.25,21.9,12,2022-05-26,2023-05-21,1196.85,Default,BR024,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004156,CUST001952,Personal Loan,31083.65,19.07,60,2018-02-26,2023-01-31,3613.65,Active,BR021,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004157,CUST002022,Personal Loan,114374.97,20.49,60,2023-05-03,2028-04-06,86752.04,Active,BR019,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004158,CUST001556,Home Loan,2925597.05,11.92,240,2020-07-01,2040-03-18,2636322.63,Active,BR036,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004159,CUST008777,Credit Card,76794.46,21.26,12,2023-06-24,2024-06-18,901.01,Active,BR020,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004160,CUST003497,Business Loan,3852754.43,20.12,84,2019-11-26,2026-10-20,1511922.83,Active,BR047,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004161,CUST007671,Vehicle Finance,761722.08,15.2,72,2020-10-07,2026-09-06,242521.08,Active,BR028,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004162,CUST009570,Personal Loan,19211.5,21.14,60,2023-12-25,2028-11-28,17876.62,Active,BR041,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004163,CUST004259,Personal Loan,19398.89,19.76,60,2022-09-30,2027-09-04,11021.41,Active,BR028,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004164,CUST003257,Business Loan,4484789.05,10.63,84,2018-10-05,2025-08-29,879413.71,Default,BR012,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004165,CUST001400,Business Loan,2779213.72,21.88,84,2021-12-20,2028-11-13,1884785.63,Active,BR046,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004166,CUST002843,Business Loan,1278156.1,20.58,84,2022-02-17,2029-01-11,789340.55,Active,BR029,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004167,CUST002322,Home Loan,840176.56,8.57,240,2019-11-26,2039-08-13,672722.64,Active,BR030,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004168,CUST006037,Vehicle Finance,517021.74,12.39,72,2023-10-27,2029-09-25,450736.0,Active,BR032,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004169,CUST006802,Vehicle Finance,538467.92,12.58,72,2021-08-12,2027-07-12,208862.0,Active,BR006,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004170,CUST006649,Personal Loan,115009.27,19.19,60,2021-01-24,2025-12-29,27982.73,Active,BR001,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004171,CUST001167,Home Loan,2044618.15,9.67,240,2023-02-15,2042-11-02,1825275.07,Active,BR037,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004172,CUST003631,Home Loan,2246147.94,12.19,240,2021-08-18,2041-05-05,2033908.86,Active,BR016,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004173,CUST000736,Vehicle Finance,594111.58,15.86,72,2023-04-12,2029-03-11,502688.26,Default,BR020,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004174,CUST009261,Personal Loan,12477.89,23.24,60,2022-11-25,2027-10-30,7340.56,Active,BR015,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004175,CUST005114,Business Loan,3571270.55,15.47,84,2020-05-23,2027-04-17,1285892.73,Active,BR011,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004176,CUST009373,Home Loan,730614.03,11.27,240,2023-06-30,2043-03-17,761444.71,Active,BR045,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004177,CUST003554,Home Loan,1651987.04,10.98,240,2023-08-26,2043-05-13,1705873.37,Active,BR040,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004178,CUST005136,Personal Loan,41555.52,16.73,60,2019-11-30,2024-11-03,5167.49,Active,BR048,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004179,CUST001174,Vehicle Finance,570021.81,12.55,72,2020-07-29,2026-06-28,194720.79,Active,BR041,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004180,CUST002376,Personal Loan,48712.52,28.97,60,2018-04-28,2023-04-02,2408.77,Active,BR040,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004181,CUST006967,Home Loan,2763610.4,12.45,240,2021-10-24,2041-07-11,2352957.92,Active,BR049,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004182,CUST001532,Credit Card,9548.83,20.11,12,2021-07-11,2022-07-06,1334.72,Active,BR027,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004183,CUST005219,Credit Card,49863.52,20.77,12,2023-08-06,2024-07-31,3918.8,Default,BR041,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004184,CUST004491,Home Loan,1454204.62,12.44,240,2023-05-12,2043-01-27,1382518.59,Active,BR016,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004185,CUST005331,Personal Loan,32737.85,14.26,60,2023-04-06,2028-03-10,23424.17,Default,BR036,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004186,CUST009055,Home Loan,488871.18,12.31,240,2023-12-30,2043-09-16,523504.79,Active,BR020,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004187,CUST003617,Credit Card,26441.4,21.71,12,2020-05-05,2021-04-30,18.8,Written-Off,BR031,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004188,CUST002775,Personal Loan,23796.38,23.73,60,2022-05-17,2027-04-21,13620.24,Active,BR037,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004189,CUST003094,Business Loan,970852.99,19.97,84,2022-12-22,2029-11-15,744612.78,Default,BR015,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004190,CUST008762,Personal Loan,129531.22,29.47,60,2022-11-15,2027-10-20,84308.75,Default,BR049,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004191,CUST001819,Vehicle Finance,601700.9,13.06,72,2018-03-06,2024-02-03,59520.18,Active,BR003,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004192,CUST009203,Business Loan,751771.89,20.65,84,2023-04-06,2030-02-28,557647.61,Active,BR025,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004193,CUST003724,Personal Loan,135708.98,21.67,60,2021-07-01,2026-06-05,58787.11,Active,BR019,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004194,CUST003516,Home Loan,2695566.3,11.42,240,2019-02-13,2038-10-31,1959325.4,Active,BR039,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004195,CUST006613,Vehicle Finance,261348.55,17.0,72,2018-06-15,2024-05-14,18846.22,Active,BR039,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004196,CUST002376,Business Loan,287061.87,13.78,84,2022-02-20,2029-01-14,191279.93,Active,BR023,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004197,CUST009677,Home Loan,2172258.09,9.22,240,2020-06-13,2040-02-29,1779104.59,Active,BR049,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004198,CUST009761,Personal Loan,89496.84,14.08,60,2021-01-21,2025-12-26,14814.96,Active,BR024,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004199,CUST005314,Credit Card,40636.83,20.78,12,2019-02-28,2020-02-23,3629.01,Active,BR026,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004200,CUST007561,Vehicle Finance,114592.37,13.05,72,2021-07-20,2027-06-19,45760.28,Active,BR016,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004201,CUST009677,Home Loan,651032.56,10.1,240,2018-01-19,2037-10-06,491824.53,Active,BR022,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004202,CUST001306,Vehicle Finance,512841.54,17.62,72,2021-02-23,2027-01-23,227581.62,Active,BR026,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004203,CUST007853,Personal Loan,102369.39,16.41,60,2020-07-30,2025-07-04,23343.16,Default,BR046,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004204,CUST000393,Business Loan,1071776.07,19.51,84,2018-08-17,2025-07-11,133746.54,Active,BR014,Surety,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004205,CUST007147,Vehicle Finance,402280.96,10.75,72,2020-08-26,2026-07-26,106265.72,Active,BR045,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004206,CUST009529,Vehicle Finance,709883.44,12.29,72,2021-10-28,2027-09-27,355138.27,Active,BR008,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004207,CUST004281,Home Loan,948819.32,9.67,240,2022-11-12,2042-07-30,863843.33,Active,BR025,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004208,CUST000119,Personal Loan,131939.85,18.06,60,2018-04-15,2023-03-20,9936.18,Active,BR035,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004209,CUST006473,Business Loan,1478167.46,21.73,84,2019-07-01,2026-05-25,256969.16,Active,BR041,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004210,CUST006990,Business Loan,4298744.1,20.1,84,2023-12-14,2030-11-07,3892706.36,Active,BR003,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004211,CUST005022,Home Loan,1860417.39,9.11,240,2021-12-27,2041-09-13,1714253.13,Active,BR020,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004212,CUST003375,Personal Loan,114266.59,28.66,60,2022-08-06,2027-07-11,60424.1,Active,BR031,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004213,CUST009072,Personal Loan,54366.62,19.73,60,2022-04-19,2027-03-24,22274.07,Default,BR031,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004214,CUST008276,Personal Loan,25166.56,22.93,60,2022-10-09,2027-09-13,14301.57,Default,BR002,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004215,CUST009199,Personal Loan,26565.34,15.02,60,2018-03-03,2023-02-05,1505.37,Active,BR013,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004216,CUST000438,Home Loan,744500.71,11.25,240,2022-09-13,2042-05-31,628314.11,Active,BR009,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004217,CUST000663,Business Loan,1046134.11,10.68,84,2020-05-16,2027-04-10,418749.09,Active,BR023,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004218,CUST005583,Vehicle Finance,715465.7,15.33,72,2022-01-03,2027-12-03,423671.25,Active,BR001,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004219,CUST005432,Personal Loan,75979.14,23.16,60,2021-06-12,2026-05-17,23248.81,Active,BR019,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004220,CUST007711,Credit Card,25969.28,21.57,12,2023-04-01,2024-03-26,1431.63,Active,BR042,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004221,CUST005081,Personal Loan,96006.15,14.91,60,2022-05-28,2027-05-02,51055.96,Active,BR010,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004222,CUST004286,Home Loan,525449.27,12.38,240,2018-03-12,2037-11-27,394335.1,Active,BR029,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004223,CUST005747,Personal Loan,31661.01,22.51,60,2023-06-15,2028-05-19,25887.12,Active,BR019,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004224,CUST000979,Home Loan,1794931.76,11.3,240,2021-08-30,2041-05-17,1717821.27,Active,BR020,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004225,CUST008764,Credit Card,51038.06,21.3,12,2018-12-02,2019-11-27,0.0,Closed,BR017,Cash Deposit,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004226,CUST008613,Home Loan,900681.8,11.55,240,2019-12-04,2039-08-21,633879.15,Active,BR028,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004227,CUST002850,Personal Loan,11831.94,16.98,60,2018-12-23,2023-11-27,245.18,Default,BR044,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004228,CUST007425,Vehicle Finance,513348.18,15.61,72,2018-08-22,2024-07-21,67380.87,Active,BR016,None,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004229,CUST005417,Home Loan,2690998.25,11.03,240,2018-12-29,2038-09-15,2180820.54,Active,BR012,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004230,CUST001759,Home Loan,2375788.29,11.15,240,2023-08-12,2043-04-29,2411640.38,Default,BR020,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004231,CUST009644,Personal Loan,34188.22,24.15,60,2021-04-06,2026-03-11,6932.28,Active,BR020,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004232,CUST008995,Business Loan,3502368.05,10.9,84,2019-06-15,2026-05-09,634479.18,Active,BR020,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004233,CUST002709,Personal Loan,38562.98,23.48,60,2022-05-15,2027-04-19,23221.19,Active,BR009,Vehicle,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
LOAN0004234,CUST009416,Vehicle Finance,630576.12,17.21,72,2019-11-08,2025-10-07,54477.12,Active,BR021,Property,LOAN_ORIGINATION,2026-04-18 13:21:49.035106
